,text,final_label,tokenized,stopword_remove,steming_data
2424,the doritos are different and good great deal,Positive,"['the', 'doritos', 'are', 'different', 'and', 'good', 'great', 'deal']","['doritos', 'different', 'good', 'great', 'deal']","['dorito', 'differ', 'good', 'great', 'deal']"
2425,i was happy to receive these in a big box which protected the chips i have had bags so far and no broken chips great flavor buy them and enjoy,Positive,"['i', 'was', 'happy', 'to', 'receive', 'these', 'in', 'a', 'big', 'box', 'which', 'protected', 'the', 'chips', 'i', 'have', 'had', 'bags', 'so', 'far', 'and', 'no', 'broken', 'chips', 'great', 'flavor', 'buy', 'them', 'and', 'enjoy']","['happy', 'receive', 'big', 'box', 'protected', 'chips', 'bags', 'far', 'broken', 'chips', 'great', 'flavor', 'buy', 'enjoy']","['happi', 'receiv', 'big', 'box', 'protect', 'chip', 'bag', 'far', 'broken', 'chip', 'great', 'flavor', 'buy', 'enjoy']"
2426,will not buy again,Negative,"['will', 'not', 'buy', 'again']",['buy'],['buy']
2427,we have this giant box of simply white cheddar puffs on subscribe we love them so much but in this last box something is different the old ones are on the right and the new ones are smaller on the left the ingredient list looks the same and there is no announcement on the packaging of some new improved process i wouldn t say i don t like the new lighter softer version but not sure if it s the same level of enjoyment to continue with subscribing,Negative,"['we', 'have', 'this', 'giant', 'box', 'of', 'simply', 'white', 'cheddar', 'puffs', 'on', 'subscribe', 'we', 'love', 'them', 'so', 'much', 'but', 'in', 'this', 'last', 'box', 'something', 'is', 'different', 'the', 'old', 'ones', 'are', 'on', 'the', 'right', 'and', 'the', 'new', 'ones', 'are', 'smaller', 'on', 'the', 'left', 'the', 'ingredient', 'list', 'looks', 'the', 'same', 'and', 'there', 'is', 'no', 'announcement', 'on', 'the', 'packaging', 'of', 'some', 'new', 'improved', 'process', 'i', 'wouldn', 't', 'say', 'i', 'don', 't', 'like', 'the', 'new', 'lighter', 'softer', 'version', 'but', 'not', 'sure', 'if', 'it', 's', 'the', 'same', 'level', 'of', 'enjoyment', 'to', 'continue', 'with', 'subscribing']","['giant', 'box', 'simply', 'white', 'cheddar', 'puffs', 'subscribe', 'love', 'much', 'last', 'box', 'something', 'different', 'old', 'ones', 'right', 'new', 'ones', 'smaller', 'left', 'ingredient', 'list', 'looks', 'announcement', 'packaging', 'new', 'improved', 'process', 'say', 'like', 'new', 'lighter', 'softer', 'version', 'sure', 'level', 'enjoyment', 'continue', 'subscribing']","['giant', 'box', 'simpli', 'white', 'cheddar', 'puff', 'subscrib', 'love', 'much', 'last', 'box', 'someth', 'differ', 'old', 'one', 'right', 'new', 'one', 'smaller', 'left', 'ingredi', 'list', 'look', 'announc', 'packag', 'new', 'improv', 'process', 'say', 'like', 'new', 'lighter', 'softer', 'version', 'sure', 'level', 'enjoy', 'continu', 'subscrib']"
2428,it s extremely healthythe taste want the bestthere way better if it s cold i d recommend for younger kids or teenagers that don t really like veggies or fruits,Positive,"['it', 's', 'extremely', 'healthythe', 'taste', 'want', 'the', 'bestthere', 'way', 'better', 'if', 'it', 's', 'cold', 'i', 'd', 'recommend', 'for', 'younger', 'kids', 'or', 'teenagers', 'that', 'don', 't', 'really', 'like', 'veggies', 'or', 'fruits']","['extremely', 'healthythe', 'taste', 'want', 'bestthere', 'way', 'better', 'cold', 'recommend', 'younger', 'kids', 'teenagers', 'really', 'like', 'veggies', 'fruits']","['extrem', 'healthyth', 'tast', 'want', 'bestther', 'way', 'better', 'cold', 'recommend', 'younger', 'kid', 'teenag', 'realli', 'like', 'veggi', 'fruit']"
2429,this was my favorite flavor,Positive,"['this', 'was', 'my', 'favorite', 'flavor']","['favorite', 'flavor']","['favorit', 'flavor']"
2430,i simply love these drinks they are just the right size to put in a lunch box for the kids and also to take to work the chia seeds provide so much fiber as well it s a great way to hold you over in the afternoon til dinner bc they fill you up and they are good for you as well,Positive,"['i', 'simply', 'love', 'these', 'drinks', 'they', 'are', 'just', 'the', 'right', 'size', 'to', 'put', 'in', 'a', 'lunch', 'box', 'for', 'the', 'kids', 'and', 'also', 'to', 'take', 'to', 'work', 'the', 'chia', 'seeds', 'provide', 'so', 'much', 'fiber', 'as', 'well', 'it', 's', 'a', 'great', 'way', 'to', 'hold', 'you', 'over', 'in', 'the', 'afternoon', 'til', 'dinner', 'bc', 'they', 'fill', 'you', 'up', 'and', 'they', 'are', 'good', 'for', 'you', 'as', 'well']","['simply', 'love', 'drinks', 'right', 'size', 'put', 'lunch', 'box', 'kids', 'also', 'take', 'work', 'chia', 'seeds', 'provide', 'much', 'fiber', 'well', 'great', 'way', 'hold', 'afternoon', 'til', 'dinner', 'bc', 'fill', 'good', 'well']","['simpli', 'love', 'drink', 'right', 'size', 'put', 'lunch', 'box', 'kid', 'also', 'take', 'work', 'chia', 'seed', 'provid', 'much', 'fiber', 'well', 'great', 'way', 'hold', 'afternoon', 'til', 'dinner', 'bc', 'fill', 'good', 'well']"
2431,an on the go snack that fills you up and gives you your daily fiber needs ive had strawberry banana blackberry bliss and wild raspberry all were great tasting,Positive,"['an', 'on', 'the', 'go', 'snack', 'that', 'fills', 'you', 'up', 'and', 'gives', 'you', 'your', 'daily', 'fiber', 'needs', 'ive', 'had', 'strawberry', 'banana', 'blackberry', 'bliss', 'and', 'wild', 'raspberry', 'all', 'were', 'great', 'tasting']","['go', 'snack', 'fills', 'gives', 'daily', 'fiber', 'needs', 'ive', 'strawberry', 'banana', 'blackberry', 'bliss', 'wild', 'raspberry', 'great', 'tasting']","['go', 'snack', 'fill', 'give', 'daili', 'fiber', 'need', 'ive', 'strawberri', 'banana', 'blackberri', 'bliss', 'wild', 'raspberri', 'great', 'tast']"
2432,our family loves mama chia pouches great flavor and packed with nutrients,Positive,"['our', 'family', 'loves', 'mama', 'chia', 'pouches', 'great', 'flavor', 'and', 'packed', 'with', 'nutrients']","['family', 'loves', 'mama', 'chia', 'pouches', 'great', 'flavor', 'packed', 'nutrients']","['famili', 'love', 'mama', 'chia', 'pouch', 'great', 'flavor', 'pack', 'nutrient']"
2433,love that this is a healthy snack that does not need to be in the fridge i have a busy work schedule and this is delicious and convenient for a busy day,Positive,"['love', 'that', 'this', 'is', 'a', 'healthy', 'snack', 'that', 'does', 'not', 'need', 'to', 'be', 'in', 'the', 'fridge', 'i', 'have', 'a', 'busy', 'work', 'schedule', 'and', 'this', 'is', 'delicious', 'and', 'convenient', 'for', 'a', 'busy', 'day']","['love', 'healthy', 'snack', 'need', 'fridge', 'busy', 'work', 'schedule', 'delicious', 'convenient', 'busy', 'day']","['love', 'healthi', 'snack', 'need', 'fridg', 'busi', 'work', 'schedul', 'delici', 'conveni', 'busi', 'day']"
2434,great way to get chia seeds into your diet all of the flavors are good easy to take with you anywhere,Positive,"['great', 'way', 'to', 'get', 'chia', 'seeds', 'into', 'your', 'diet', 'all', 'of', 'the', 'flavors', 'are', 'good', 'easy', 'to', 'take', 'with', 'you', 'anywhere']","['great', 'way', 'get', 'chia', 'seeds', 'diet', 'flavors', 'good', 'easy', 'take', 'anywhere']","['great', 'way', 'get', 'chia', 'seed', 'diet', 'flavor', 'good', 'easi', 'take', 'anywher']"
2435,love these especially when you re in a small town food desert for a bit of fresh fruit kids love them so does the bunny,Positive,"['love', 'these', 'especially', 'when', 'you', 're', 'in', 'a', 'small', 'town', 'food', 'desert', 'for', 'a', 'bit', 'of', 'fresh', 'fruit', 'kids', 'love', 'them', 'so', 'does', 'the', 'bunny']","['love', 'especially', 'small', 'town', 'food', 'desert', 'bit', 'fresh', 'fruit', 'kids', 'love', 'bunny']","['love', 'especi', 'small', 'town', 'food', 'desert', 'bit', 'fresh', 'fruit', 'kid', 'love', 'bunni']"
2436,fr,Neutral,['fr'],['fr'],['fr']
2437,love this product i eat one every day good for pregnancy i get all my omega threes really enjoy the taste no heartburn i just wish they were bigger not enough in a little pouch,Positive,"['love', 'this', 'product', 'i', 'eat', 'one', 'every', 'day', 'good', 'for', 'pregnancy', 'i', 'get', 'all', 'my', 'omega', 'threes', 'really', 'enjoy', 'the', 'taste', 'no', 'heartburn', 'i', 'just', 'wish', 'they', 'were', 'bigger', 'not', 'enough', 'in', 'a', 'little', 'pouch']","['love', 'product', 'eat', 'one', 'every', 'day', 'good', 'pregnancy', 'get', 'omega', 'threes', 'really', 'enjoy', 'taste', 'heartburn', 'wish', 'bigger', 'enough', 'little', 'pouch']","['love', 'product', 'eat', 'one', 'everi', 'day', 'good', 'pregnanc', 'get', 'omega', 'three', 'realli', 'enjoy', 'tast', 'heartburn', 'wish', 'bigger', 'enough', 'littl', 'pouch']"
2438,quaker oats is too big of a company to have this many bags in a production run ending up underweight or with as much variance in portion size between bags as i observed either their bagging equipment or weighing equipment was severely out of whack when my box was produced or they re straight up ripping is off numerous bags across all flavors had anywhere from rice cakes in them as soon as i noticed one bag had so few rice cakes i grabbed others from the box i could tell from touch that some bags were noticeably empty i took out my kitchen gram scale and sure enough the bags that had only a few rice cakes inside were significantly under the noted weight on the packaging it s bad enough we pay more money today for smaller portion sizes than we did pre pandemic i won t stand for being ripped off by quaker,Negative,"['quaker', 'oats', 'is', 'too', 'big', 'of', 'a', 'company', 'to', 'have', 'this', 'many', 'bags', 'in', 'a', 'production', 'run', 'ending', 'up', 'underweight', 'or', 'with', 'as', 'much', 'variance', 'in', 'portion', 'size', 'between', 'bags', 'as', 'i', 'observed', 'either', 'their', 'bagging', 'equipment', 'or', 'weighing', 'equipment', 'was', 'severely', 'out', 'of', 'whack', 'when', 'my', 'box', 'was', 'produced', 'or', 'they', 're', 'straight', 'up', 'ripping', 'is', 'off', 'numerous', 'bags', 'across', 'all', 'flavors', 'had', 'anywhere', 'from', 'rice', 'cakes', 'in', 'them', 'as', 'soon', 'as', 'i', 'noticed', 'one', 'bag', 'had', 'so', 'few', 'rice', 'cakes', 'i', 'grabbed', 'others', 'from', 'the', 'box', 'i', 'could', 'tell', 'from', 'touch', 'that', 'some', 'bags', 'were', 'noticeably', 'empty', 'i', 'took', 'out', 'my', 'kitchen', 'gram', 'scale', 'and', 'sure', 'enough', 'the', 'bags', 'that', 'had', 'only', 'a', 'few', 'rice', 'cakes', 'inside', 'were', 'significantly', 'under', 'the', 'noted', 'weight', 'on', 'the', 'packaging', 'it', 's', 'bad', 'enough', 'we', 'pay', 'more', 'money', 'today', 'for', 'smaller', 'portion', 'sizes', 'than', 'we', 'did', 'pre', 'pandemic', 'i', 'won', 't', 'stand', 'for', 'being', 'ripped', 'off', 'by', 'quaker']","['quaker', 'oats', 'big', 'company', 'many', 'bags', 'production', 'run', 'ending', 'underweight', 'much', 'variance', 'portion', 'size', 'bags', 'observed', 'either', 'bagging', 'equipment', 'weighing', 'equipment', 'severely', 'whack', 'box', 'produced', 'straight', 'ripping', 'numerous', 'bags', 'across', 'flavors', 'anywhere', 'rice', 'cakes', 'soon', 'noticed', 'one', 'bag', 'rice', 'cakes', 'grabbed', 'others', 'box', 'could', 'tell', 'touch', 'bags', 'noticeably', 'empty', 'took', 'kitchen', 'gram', 'scale', 'sure', 'enough', 'bags', 'rice', 'cakes', 'inside', 'significantly', 'noted', 'weight', 'packaging', 'bad', 'enough', 'pay', 'money', 'today', 'smaller', 'portion', 'sizes', 'pre', 'pandemic', 'stand', 'ripped', 'quaker']","['quaker', 'oat', 'big', 'compani', 'mani', 'bag', 'product', 'run', 'end', 'underweight', 'much', 'varianc', 'portion', 'size', 'bag', 'observ', 'either', 'bag', 'equip', 'weigh', 'equip', 'sever', 'whack', 'box', 'produc', 'straight', 'rip', 'numer', 'bag', 'across', 'flavor', 'anywher', 'rice', 'cake', 'soon', 'notic', 'one', 'bag', 'rice', 'cake', 'grab', 'other', 'box', 'could', 'tell', 'touch', 'bag', 'notic', 'empti', 'took', 'kitchen', 'gram', 'scale', 'sure', 'enough', 'bag', 'rice', 'cake', 'insid', 'significantli', 'note', 'weight', 'packag', 'bad', 'enough', 'pay', 'money', 'today', 'smaller', 'portion', 'size', 'pre', 'pandem', 'stand', 'rip', 'quaker']"
2439,really great snack to have on hand not too salty or overly messy,Positive,"['really', 'great', 'snack', 'to', 'have', 'on', 'hand', 'not', 'too', 'salty', 'or', 'overly', 'messy']","['really', 'great', 'snack', 'hand', 'salty', 'overly', 'messy']","['realli', 'great', 'snack', 'hand', 'salti', 'overli', 'messi']"
2440,ordered these rice cakes for an easy somewhat healthy snack compared to a lot of other options the portion size is quite small with each bag containing mini rice cakes i could get over the portion size but the salt seasoning is just too much the caramel ones are good the cheddar and ranch ones are both crazy salty overseasoned mind you i tend to think doritos cheeto s etc also have way too much seasoning on them so use that for comparison purposes when considering my review others may love the flavor train but it s way more than i prefer no comment on the apple cinnamon as i ve not tried that one yet all that aside what i received was fresh so there s that,Positive,"['ordered', 'these', 'rice', 'cakes', 'for', 'an', 'easy', 'somewhat', 'healthy', 'snack', 'compared', 'to', 'a', 'lot', 'of', 'other', 'options', 'the', 'portion', 'size', 'is', 'quite', 'small', 'with', 'each', 'bag', 'containing', 'mini', 'rice', 'cakes', 'i', 'could', 'get', 'over', 'the', 'portion', 'size', 'but', 'the', 'salt', 'seasoning', 'is', 'just', 'too', 'much', 'the', 'caramel', 'ones', 'are', 'good', 'the', 'cheddar', 'and', 'ranch', 'ones', 'are', 'both', 'crazy', 'salty', 'overseasoned', 'mind', 'you', 'i', 'tend', 'to', 'think', 'doritos', 'cheeto', 's', 'etc', 'also', 'have', 'way', 'too', 'much', 'seasoning', 'on', 'them', 'so', 'use', 'that', 'for', 'comparison', 'purposes', 'when', 'considering', 'my', 'review', 'others', 'may', 'love', 'the', 'flavor', 'train', 'but', 'it', 's', 'way', 'more', 'than', 'i', 'prefer', 'no', 'comment', 'on', 'the', 'apple', 'cinnamon', 'as', 'i', 've', 'not', 'tried', 'that', 'one', 'yet', 'all', 'that', 'aside', 'what', 'i', 'received', 'was', 'fresh', 'so', 'there', 's', 'that']","['ordered', 'rice', 'cakes', 'easy', 'somewhat', 'healthy', 'snack', 'compared', 'lot', 'options', 'portion', 'size', 'quite', 'small', 'bag', 'containing', 'mini', 'rice', 'cakes', 'could', 'get', 'portion', 'size', 'salt', 'seasoning', 'much', 'caramel', 'ones', 'good', 'cheddar', 'ranch', 'ones', 'crazy', 'salty', 'overseasoned', 'mind', 'tend', 'think', 'doritos', 'cheeto', 'etc', 'also', 'way', 'much', 'seasoning', 'use', 'comparison', 'purposes', 'considering', 'review', 'others', 'may', 'love', 'flavor', 'train', 'way', 'prefer', 'comment', 'apple', 'cinnamon', 'tried', 'one', 'yet', 'aside', 'received', 'fresh']","['order', 'rice', 'cake', 'easi', 'somewhat', 'healthi', 'snack', 'compar', 'lot', 'option', 'portion', 'size', 'quit', 'small', 'bag', 'contain', 'mini', 'rice', 'cake', 'could', 'get', 'portion', 'size', 'salt', 'season', 'much', 'caramel', 'one', 'good', 'cheddar', 'ranch', 'one', 'crazi', 'salti', 'overseason', 'mind', 'tend', 'think', 'dorito', 'cheeto', 'etc', 'also', 'way', 'much', 'season', 'use', 'comparison', 'purpos', 'consid', 'review', 'other', 'may', 'love', 'flavor', 'train', 'way', 'prefer', 'comment', 'appl', 'cinnamon', 'tri', 'one', 'yet', 'asid', 'receiv', 'fresh']"
2441,very small serving in each bag less than in bag don t waste your money,Neutral,"['very', 'small', 'serving', 'in', 'each', 'bag', 'less', 'than', 'in', 'bag', 'don', 't', 'waste', 'your', 'money']","['small', 'serving', 'bag', 'less', 'bag', 'waste', 'money']","['small', 'serv', 'bag', 'less', 'bag', 'wast', 'money']"
2442,i am diabetic and crave sweets but cant have them these flavored rice cakes are the ticket,Negative,"['i', 'am', 'diabetic', 'and', 'crave', 'sweets', 'but', 'cant', 'have', 'them', 'these', 'flavored', 'rice', 'cakes', 'are', 'the', 'ticket']","['diabetic', 'crave', 'sweets', 'cant', 'flavored', 'rice', 'cakes', 'ticket']","['diabet', 'crave', 'sweet', 'cant', 'flavor', 'rice', 'cake', 'ticket']"
2443,i don t care for the sweet sugary taste,Negative,"['i', 'don', 't', 'care', 'for', 'the', 'sweet', 'sugary', 'taste']","['care', 'sweet', 'sugary', 'taste']","['care', 'sweet', 'sugari', 'tast']"
2444,snacks healthy,Neutral,"['snacks', 'healthy']","['snacks', 'healthy']","['snack', 'healthi']"
2445,about half of the packs was stale,Negative,"['about', 'half', 'of', 'the', 'packs', 'was', 'stale']","['half', 'packs', 'stale']","['half', 'pack', 'stale']"
2446,excellent low calorie snack and they are delicious trying to lose weight and this is a great snack option over potato chips we ate the entire box within a week or so will purchase again,Positive,"['excellent', 'low', 'calorie', 'snack', 'and', 'they', 'are', 'delicious', 'trying', 'to', 'lose', 'weight', 'and', 'this', 'is', 'a', 'great', 'snack', 'option', 'over', 'potato', 'chips', 'we', 'ate', 'the', 'entire', 'box', 'within', 'a', 'week', 'or', 'so', 'will', 'purchase', 'again']","['excellent', 'low', 'calorie', 'snack', 'delicious', 'trying', 'lose', 'weight', 'great', 'snack', 'option', 'potato', 'chips', 'ate', 'entire', 'box', 'within', 'week', 'purchase']","['excel', 'low', 'calori', 'snack', 'delici', 'tri', 'lose', 'weight', 'great', 'snack', 'option', 'potato', 'chip', 'ate', 'entir', 'box', 'within', 'week', 'purchas']"
2447,variety pack is perfect for the entire family healthier then most snacks good works for us,Positive,"['variety', 'pack', 'is', 'perfect', 'for', 'the', 'entire', 'family', 'healthier', 'then', 'most', 'snacks', 'good', 'works', 'for', 'us']","['variety', 'pack', 'perfect', 'entire', 'family', 'healthier', 'snacks', 'good', 'works', 'us']","['varieti', 'pack', 'perfect', 'entir', 'famili', 'healthier', 'snack', 'good', 'work', 'us']"
2448,for very light eaters,Neutral,"['for', 'very', 'light', 'eaters']","['light', 'eaters']","['light', 'eater']"
2449,tastes good,Positive,"['tastes', 'good']","['tastes', 'good']","['tast', 'good']"
2450,delicious,Positive,['delicious'],['delicious'],['delici']
2451,i purchased this popcorn and the size it small the quality not so good,Negative,"['i', 'purchased', 'this', 'popcorn', 'and', 'the', 'size', 'it', 'small', 'the', 'quality', 'not', 'so', 'good']","['purchased', 'popcorn', 'size', 'small', 'quality', 'good']","['purchas', 'popcorn', 'size', 'small', 'qualiti', 'good']"
2452,this was good fresh popcorn,Positive,"['this', 'was', 'good', 'fresh', 'popcorn']","['good', 'fresh', 'popcorn']","['good', 'fresh', 'popcorn']"
2453,i liked these although they are a bit too greasy oily for my taste take a close look at the nutrition label it has information for g as well as g bags but the box only contains the higher cal bags the information for the g bag is in the last column which is normally reserved for the calories in the whole container making it appear that there are only calories per bag intentional they can t use the same box for the g because it says g on the front,Neutral,"['i', 'liked', 'these', 'although', 'they', 'are', 'a', 'bit', 'too', 'greasy', 'oily', 'for', 'my', 'taste', 'take', 'a', 'close', 'look', 'at', 'the', 'nutrition', 'label', 'it', 'has', 'information', 'for', 'g', 'as', 'well', 'as', 'g', 'bags', 'but', 'the', 'box', 'only', 'contains', 'the', 'higher', 'cal', 'bags', 'the', 'information', 'for', 'the', 'g', 'bag', 'is', 'in', 'the', 'last', 'column', 'which', 'is', 'normally', 'reserved', 'for', 'the', 'calories', 'in', 'the', 'whole', 'container', 'making', 'it', 'appear', 'that', 'there', 'are', 'only', 'calories', 'per', 'bag', 'intentional', 'they', 'can', 't', 'use', 'the', 'same', 'box', 'for', 'the', 'g', 'because', 'it', 'says', 'g', 'on', 'the', 'front']","['liked', 'although', 'bit', 'greasy', 'oily', 'taste', 'take', 'close', 'look', 'nutrition', 'label', 'information', 'g', 'well', 'g', 'bags', 'box', 'contains', 'higher', 'cal', 'bags', 'information', 'g', 'bag', 'last', 'column', 'normally', 'reserved', 'calories', 'whole', 'container', 'making', 'appear', 'calories', 'per', 'bag', 'intentional', 'use', 'box', 'g', 'says', 'g', 'front']","['like', 'although', 'bit', 'greasi', 'oili', 'tast', 'take', 'close', 'look', 'nutrit', 'label', 'inform', 'g', 'well', 'g', 'bag', 'box', 'contain', 'higher', 'cal', 'bag', 'inform', 'g', 'bag', 'last', 'column', 'normal', 'reserv', 'calori', 'whole', 'contain', 'make', 'appear', 'calori', 'per', 'bag', 'intent', 'use', 'box', 'g', 'say', 'g', 'front']"
2454,make sure you read the label these are the i m on a diet size,Neutral,"['make', 'sure', 'you', 'read', 'the', 'label', 'these', 'are', 'the', 'i', 'm', 'on', 'a', 'diet', 'size']","['make', 'sure', 'read', 'label', 'diet', 'size']","['make', 'sure', 'read', 'label', 'diet', 'size']"
2455,we received this wonderful product in an opened box a box that was also damaged thank goodness the individual packages were sealed,Positive,"['we', 'received', 'this', 'wonderful', 'product', 'in', 'an', 'opened', 'box', 'a', 'box', 'that', 'was', 'also', 'damaged', 'thank', 'goodness', 'the', 'individual', 'packages', 'were', 'sealed']","['received', 'wonderful', 'product', 'opened', 'box', 'box', 'also', 'damaged', 'thank', 'goodness', 'individual', 'packages', 'sealed']","['receiv', 'wonder', 'product', 'open', 'box', 'box', 'also', 'damag', 'thank', 'good', 'individu', 'packag', 'seal']"
2456,pop secret is my favorite brand portion is single serve but could have a little more in it,Positive,"['pop', 'secret', 'is', 'my', 'favorite', 'brand', 'portion', 'is', 'single', 'serve', 'but', 'could', 'have', 'a', 'little', 'more', 'in', 'it']","['pop', 'secret', 'favorite', 'brand', 'portion', 'single', 'serve', 'could', 'little']","['pop', 'secret', 'favorit', 'brand', 'portion', 'singl', 'serv', 'could', 'littl']"
2457,these are tasty i like the snack size good value,Positive,"['these', 'are', 'tasty', 'i', 'like', 'the', 'snack', 'size', 'good', 'value']","['tasty', 'like', 'snack', 'size', 'good', 'value']","['tasti', 'like', 'snack', 'size', 'good', 'valu']"
2458,the candy was not as fresh as usual meaning that it was harder than normal as if it sat for a while,Negative,"['the', 'candy', 'was', 'not', 'as', 'fresh', 'as', 'usual', 'meaning', 'that', 'it', 'was', 'harder', 'than', 'normal', 'as', 'if', 'it', 'sat', 'for', 'a', 'while']","['candy', 'fresh', 'usual', 'meaning', 'harder', 'normal', 'sat']","['candi', 'fresh', 'usual', 'mean', 'harder', 'normal', 'sat']"
2459,these tootsie rolls taste great very soft fresh the reason i gave stars instead of is because they re very small you need to unwrap at least of them to get a decent bite it s a big waste of paper,Positive,"['these', 'tootsie', 'rolls', 'taste', 'great', 'very', 'soft', 'fresh', 'the', 'reason', 'i', 'gave', 'stars', 'instead', 'of', 'is', 'because', 'they', 're', 'very', 'small', 'you', 'need', 'to', 'unwrap', 'at', 'least', 'of', 'them', 'to', 'get', 'a', 'decent', 'bite', 'it', 's', 'a', 'big', 'waste', 'of', 'paper']","['tootsie', 'rolls', 'taste', 'great', 'soft', 'fresh', 'reason', 'gave', 'stars', 'instead', 'small', 'need', 'unwrap', 'least', 'get', 'decent', 'bite', 'big', 'waste', 'paper']","['tootsi', 'roll', 'tast', 'great', 'soft', 'fresh', 'reason', 'gave', 'star', 'instead', 'small', 'need', 'unwrap', 'least', 'get', 'decent', 'bite', 'big', 'wast', 'paper']"
2460,was so excited for these just to open the box to them being opened and all over the box,Positive,"['was', 'so', 'excited', 'for', 'these', 'just', 'to', 'open', 'the', 'box', 'to', 'them', 'being', 'opened', 'and', 'all', 'over', 'the', 'box']","['excited', 'open', 'box', 'opened', 'box']","['excit', 'open', 'box', 'open', 'box']"
2461,love these,Positive,"['love', 'these']",['love'],['love']
2462,absolutely horrible stale and crunchy couldn t even eat one they re supposed to be soft and chewy and were hard as a rock and broke apart when i bit down i want my money back,Negative,"['absolutely', 'horrible', 'stale', 'and', 'crunchy', 'couldn', 't', 'even', 'eat', 'one', 'they', 're', 'supposed', 'to', 'be', 'soft', 'and', 'chewy', 'and', 'were', 'hard', 'as', 'a', 'rock', 'and', 'broke', 'apart', 'when', 'i', 'bit', 'down', 'i', 'want', 'my', 'money', 'back']","['absolutely', 'horrible', 'stale', 'crunchy', 'even', 'eat', 'one', 'supposed', 'soft', 'chewy', 'hard', 'rock', 'broke', 'apart', 'bit', 'want', 'money', 'back']","['absolut', 'horribl', 'stale', 'crunchi', 'even', 'eat', 'one', 'suppos', 'soft', 'chewi', 'hard', 'rock', 'broke', 'apart', 'bit', 'want', 'money', 'back']"
2463,this candy was hard stale and old i want my money back i m highly disappointed,Negative,"['this', 'candy', 'was', 'hard', 'stale', 'and', 'old', 'i', 'want', 'my', 'money', 'back', 'i', 'm', 'highly', 'disappointed']","['candy', 'hard', 'stale', 'old', 'want', 'money', 'back', 'highly', 'disappointed']","['candi', 'hard', 'stale', 'old', 'want', 'money', 'back', 'highli', 'disappoint']"
2464,this candy tastes really good if you re a fan of blue raspberry arrived early sometimes when you order candy online there s a risk of it being sticky mushy or hard for me it was the perfect in between of not too hard or soft for candy,Positive,"['this', 'candy', 'tastes', 'really', 'good', 'if', 'you', 're', 'a', 'fan', 'of', 'blue', 'raspberry', 'arrived', 'early', 'sometimes', 'when', 'you', 'order', 'candy', 'online', 'there', 's', 'a', 'risk', 'of', 'it', 'being', 'sticky', 'mushy', 'or', 'hard', 'for', 'me', 'it', 'was', 'the', 'perfect', 'in', 'between', 'of', 'not', 'too', 'hard', 'or', 'soft', 'for', 'candy']","['candy', 'tastes', 'really', 'good', 'fan', 'blue', 'raspberry', 'arrived', 'early', 'sometimes', 'order', 'candy', 'online', 'risk', 'sticky', 'mushy', 'hard', 'perfect', 'hard', 'soft', 'candy']","['candi', 'tast', 'realli', 'good', 'fan', 'blue', 'raspberri', 'arriv', 'earli', 'sometim', 'order', 'candi', 'onlin', 'risk', 'sticki', 'mushi', 'hard', 'perfect', 'hard', 'soft', 'candi']"
2465,these sour cherry frooties are fantastic the bag i received was very full the candy weren t melted together and was fresh i would order again in this flavor and in others,Positive,"['these', 'sour', 'cherry', 'frooties', 'are', 'fantastic', 'the', 'bag', 'i', 'received', 'was', 'very', 'full', 'the', 'candy', 'weren', 't', 'melted', 'together', 'and', 'was', 'fresh', 'i', 'would', 'order', 'again', 'in', 'this', 'flavor', 'and', 'in', 'others']","['sour', 'cherry', 'frooties', 'fantastic', 'bag', 'received', 'full', 'candy', 'melted', 'together', 'fresh', 'would', 'order', 'flavor', 'others']","['sour', 'cherri', 'frooti', 'fantast', 'bag', 'receiv', 'full', 'candi', 'melt', 'togeth', 'fresh', 'would', 'order', 'flavor', 'other']"
2466,sweet treat,Positive,"['sweet', 'treat']","['sweet', 'treat']","['sweet', 'treat']"
2467,great great great,Positive,"['great', 'great', 'great']","['great', 'great', 'great']","['great', 'great', 'great']"
